time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection,yardLine,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsPlayType,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber,ep,epa,wp,wpa,half_seconds_remaining,kick_distance,punt_downed,punt_fair_catch,punt_returner_player_name,wind,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,forced_fumble_player_1_player_name,dupe_count
2018-12-30T18:49:12Z,29.06,33.19,3.09,6.34,0.44,NA,NA,punt_received,NA,football,NA,NA,football,78,2018123003,1209,left,19.06,"(12:46) L.Cooke punts 48 yards to HOU 19, Center-M.Overton. D.Carter to HOU 30 for 11 yards (D.Chark).",2,4,2,JAX,Punt,Return,46316,42794,NA,JAX,33,12:46:00,NA,NA,NA,10,3,NA,48,11,37,77,-0.7834660680964589,-0.915259494446218,0.26471462845802307,-0.00849387049674987,766,48,0,0,D.Carter,NA,0,0,0,NA,NA
2018-12-30T18:55:13Z,100.76,10.22,8.45,3.46,0.94,NA,NA,punt_land,NA,football,NA,NA,football,81,2018123003,1337,right,9.239999999999997,"(11:30) T.Daniel punts 60 yards to JAX 3, Center-J.Weeks, out of bounds.",2,4,3,HOU,Punt,Out of Bounds,46810,NA,NA,HOU,37,11:30:00,NA,NA,NA,10,3,NA,60,NA,60,47,-0.4711086074821651,0.6285792957060039,0.727367103099823,0.00417220592498779,690,60,0,0,NA,NA,1,0,1,NA,NA
2018-12-30T20:01:44Z,19.6,18.38,5.77,6.83,0.88,NA,NA,fair_catch,NA,football,NA,NA,football,73,2018123003,2867,left,9.6,"(2:12) T.Daniel punts 43 yards to JAX 9, Center-J.Weeks, fair catch by D.Westbrook.",3,4,9,HOU,Punt,Fair Catch,46810,44923,NA,HOU,48,02:12:00,NA,NA,NA,17,3,NA,43,NA,43,62,-0.20633308892138305,0.14904024312272668,0.9412217736244202,0.00743187963962554,1032,43,0,1,D.Westbrook,NA,1,0,0,NA,NA
2018-12-30T20:34:49Z,99.21,44.2,1.57,0.19,0.32,NA,NA,fair_catch,NA,football,NA,NA,football,74,2018123003,3512,right,10.790000000000006,"(8:18) T.Daniel punts 31 yards to JAX 11, Center-J.Weeks, fair catch by D.Westbrook.",4,4,7,HOU,Punt,Fair Catch,46810,44923,NA,JAX,42,08:18:00,NA,NA,NA,20,3,NA,31,NA,31,68,0.30168709601275623,-0.5987102764192969,0.9921510219573976,-0.00460514985024929,498,31,0,1,D.Westbrook,NA,1,0,0,NA,NA
2018-12-30T21:40:58Z,97.92,9.9,3.26,9.81,0.37,NA,NA,fair_catch,NA,football,NA,NA,football,76,2018123004,465,right,12.079999999999998,"(10:04) D.Colquitt punts 28 yards to OAK 12, Center-J.Winchester, fair catch by D.Harris.",1,4,5,KC,Punt,Fair Catch,29926,37251,NA,OAK,40,10:04:00,NA,NA,NA,7,0,NA,28,NA,28,70,0.6578387597110122,-0.6203004417475313,0.7351962327957153,-0.01542741060256958,1504,28,0,1,D.Harris,15,1,0,0,NA,NA
2018-12-30T23:08:39Z,104.23,27.12,6.09,5.65,0.64,NA,NA,punt_land,NA,football,NA,NA,football,77,2018123004,2495,right,5.769999999999996,"(10:14) J.Townsend punts 40 yards to KC 1, Center-T.Sieg, downed by OAK-D.Harris.",3,4,10,OAK,Punt,Downed,46242,NA,NA,KC,41,10:14:00,NA,NA,NA,21,3,NA,40,NA,40,69,-0.17985483421944082,0.5064944149926305,0.04638034850358963,0.00111680477857589,1514,40,1,0,NA,15,1,0,0,NA,NA
2018-12-30T23:24:20Z,101.71,11.98,4.26,6.95,0.47,NA,NA,fair_catch,NA,football,NA,NA,football,75,2018123004,2862,right,8.290000000000006,"(4:09) J.Townsend punts 38 yards to KC 8, Center-T.Sieg, fair catch by T.Hill.",3,4,9,OAK,Punt,Fair Catch,46242,43454,NA,KC,46,04:09:00,NA,NA,NA,28,3,NA,38,NA,38,64,-0.3709375716280192,0.1585843157954514,0.00358367897570133,-0.00263268686830997,1149,38,0,1,T.Hill,15,1,0,0,NA,NA
2018-12-30T23:44:13Z,17.43,48.01,8.3,5.34,1,NA,NA,punt_land,NA,football,NA,NA,football,75,2018123004,3314,left,7.43,"(10:13) J.Townsend punts 56 yards to end zone, Center-T.Sieg, Touchback.",4,4,6,OAK,Punt,Touchback,46242,NA,NA,OAK,44,10:13:00,NA,NA,NA,35,3,NA,56,NA,36,66,-0.3816195363178849,-0.4601786369457841,7.32490443624556e-5,2.5680637918412685e-6,613,NA,0,0,NA,15,0,0,0,NA,NA
2018-12-30T21:51:22Z,98.54,16.39,0.73,0.21,0.27,NA,NA,fair_catch,NA,football,NA,NA,football,89,2018123005,639,right,11.459999999999994,"(5:04) M.Wile punts 56 yards to CHI 12, Center-K.McDermott, fair catch by T.Cohen.",1,4,3,MIN,Punt,Fair Catch,42907,44932,NA,MIN,32,05:04:00,NA,NA,NA,0,7,NA,56,NA,56,42,-0.2552934461273253,0.2718690768815577,0.28398704528808594,0.02042371034622192,1204,56,0,1,T.Cohen,NA,1,0,0,NA,NA
2018-12-30T22:04:01Z,98.01,36.9,3.51,7.14,0.16,NA,NA,fair_catch,NA,football,NA,NA,football,79,2018123005,895,right,11.989999999999997,"(15:00) P.O'Donnell punts 47 yards to MIN 12, Center-P.Scales, fair catch by B.Zylstra.",2,4,7,CHI,Punt,Fair Catch,41420,44123,NA,CHI,41,15:00:00,NA,NA,NA,0,7,NA,47,NA,47,51,-0.9274677291978152,0.02997344988398254,0.7048784494400024,-0.00925159454345703,900,47,0,1,B.Zylstra,NA,1,0,0,NA,NA
2018-12-30T22:33:36Z,20.89,26.45,1.37,0.61,0.14,NA,NA,fair_catch,NA,football,NA,NA,football,83,2018123005,1649,left,10.89,"(3:42) M.Wile punts 48 yards to CHI 12, Center-K.McDermott, fair catch by T.Cohen.",2,4,7,MIN,Punt,Fair Catch,42907,44932,NA,MIN,40,03:42:00,NA,NA,NA,0,13,NA,48,NA,48,70,-0.6206335321767256,0.19291562389116737,0.1292666345834732,-0.00195421278476715,222,48,0,1,T.Cohen,NA,1,0,0,NA,NA
2018-12-30T23:10:56Z,102.26,43.69,2.88,5.54,0.18,NA,NA,fair_catch,NA,football,NA,NA,football,81,2018123005,2386,right,7.739999999999995,"(9:33) P.O'Donnell punts 37 yards to MIN 8, Center-P.Scales, fair catch by B.Zylstra.",3,4,7,CHI,Punt,Fair Catch,41420,44123,NA,MIN,45,09:33:00,NA,NA,NA,3,13,NA,37,NA,37,65,-0.170627748593688,-0.2797119067981839,0.818366289138794,-0.00889113545417785,1473,37,0,1,B.Zylstra,NA,1,0,0,NA,NA
2018-12-30T18:07:33Z,91.75,6.44,4,10.6,0.33,NA,NA,fair_catch,NA,football,NA,NA,football,69,2018123006,217,right,18.25,"(11:22) R.Allen punts 33 yards to NYJ 17, Center-J.Cardona, fair catch by A.Roberts.",1,4,7,NE,Punt,Fair Catch,40437,35527,NA,NA,50,11:22:00,NA,NA,NA,0,0,NA,33,NA,33,60,0.1373234107159078,-0.41739513678476214,0.496159702539444,0.02155002951622009,1582,33,0,1,A.Roberts,2,1,0,0,NA,NA
2018-12-30T20:12:36Z,97.14,50.76,4.1,4.47,0.57,NA,NA,fair_catch,NA,football,NA,NA,football,77,2018123006,2774,right,12.86,"(1:20) R.Allen punts 44 yards to NYJ 13, Center-J.Cardona, fair catch by A.Roberts. PENALTY on NYJ-B.Skrine, Offensive Holding, 6 yards, enforced at NYJ 13.",3,4,1,NE,Punt,Fair Catch,40437,35527,NA,NE,43,01:20:00,OH,NYJ 41,6,28,3,NA,44,NA,50,53,0.24180456972680983,-0.2503662066301331,0.9989715814590454,-0.0022314905654639,980,44,0,1,A.Roberts,2,1,0,0,NA,NA
2018-12-30T20:51:18Z,99.48,9.73,2.22,3.2,0.37,NA,NA,fair_catch,NA,football,NA,NA,football,78,2018123006,3725,right,10.519999999999996,"(2:22) L.Edwards punts 47 yards to NE 10, Center-T.Hennessy, fair catch by J.Edelman.",4,4,5,NYJ,Punt,Fair Catch,43524,34683,NA,NYJ,43,02:22:00,NA,NA,NA,38,3,NA,47,NA,47,53,0.03035326115787029,-0.3523929985240102,6.550623220391572e-5,2.2112595615908504e-5,142,47,0,1,J.Edelman,2,1,0,0,NA,NA
2018-12-30T18:25:35Z,98.6,11.5,4.38,2.44,0.46,NA,NA,fair_catch,NA,football,NA,NA,football,73,2018123007,586,right,11.400000000000006,"(7:05) T.Morstead punts 31 yards to CAR 11, Center-Z.Wood, fair catch by D.Moore.",1,4,9,NO,Punt,Fair Catch,34615,46093,NA,CAR,42,07:05:00,NA,NA,NA,0,7,NA,31,NA,31,68,0.2532283579930663,-0.3792444742284715,0.3723342716693878,-0.00614252686500549,1325,31,0,1,D.Moore,NA,1,0,0,NA,NA
2018-12-30T21:00:06Z,93.81,41.26,6.98,4.71,0.87,NA,NA,punt_received,NA,football,NA,NA,football,77,2018123007,3882,right,16.189999999999998,"(2:00) M.Palardy punts 57 yards to NO 16, Center-J.Jansen. T.Lewis to NO 32 for 16 yards (A.Smith).",4,4,8,CAR,Punt,Return,42098,43948,NA,CAR,27,02:00:00,NA,NA,NA,14,33,NA,57,16,41,37,-0.9302162346430124,-0.5520229863468558,0.999086618423462,-2.458210801705718e-4,120,57,0,0,T.Lewis,NA,0,0,0,NA,NA
2018-12-30T18:14:47Z,95.98,14.33,0.51,0.19,0.05,NA,NA,fair_catch,NA,football,NA,NA,football,76,2018123008,394,right,14.019999999999996,"(8:17) C.Jones punts 33 yards to NYG 14, Center-L.Ladouceur, fair catch by C.Coleman.",1,4,12,DAL,Punt,Fair Catch,38138,43304,NA,NYG,47,08:17:00,NA,NA,NA,0,0,NA,33,NA,33,63,-0.46382432663813233,-0.06458278559148312,0.4701988995075226,-0.00401034951210022,1397,33,0,1,C.Coleman,2,1,0,0,NA,NA
2018-12-30T20:14:27Z,91.45,33.93,4.3,2.32,0.37,NA,NA,fair_catch,NA,football,NA,NA,football,79,2018123008,3154,right,18.549999999999997,"(15:00) C.Jones punts 38 yards to NYG 19, Center-L.Ladouceur, fair catch by C.Coleman.",4,4,11,DAL,Punt,Fair Catch,38138,43304,NA,DAL,43,15:00:00,NA,NA,NA,18,21,NA,38,NA,38,53,-0.771769015584141,0.09315207973122595,0.5697317123413086,0.02301904559135437,900,38,0,1,C.Coleman,2,1,0,0,NA,NA
2018-12-30T21:33:05Z,99.85,12.56,2.45,4.15,0.25,NA,NA,fair_catch,NA,football,NA,NA,football,80,2018123009,290,right,10.150000000000006,"(8:52) (Punt formation) J.Berry punts 40 yards to CIN 10, Center-K.Canaday, fair catch by A.Erickson. PENALTY on PIT-K.Canaday, Offensive Holding, 10 yards, enforced at CIN 10.",1,4,6,PIT,Punt,Fair Catch,42333,43663,NA,NA,50,08:52:00,OH,PIT 57,-10,0,0,NA,40,NA,30,60,0.11175150237977503,-0.5517980614677072,0.49748900532722473,0.02279594540596008,1432,40,0,1,A.Erickson,9,1,0,0,NA,NA
2018-12-30T22:00:11Z,19,15.4,3.81,5.28,0.55,NA,NA,punt_received,NA,football,NA,NA,football,74,2018123009,756,left,9,"(1:07) (Punt formation) K.Huber punts 52 yards to PIT 8, Center-C.Harris. R.Switzer to PIT 18 for 10 yards (C.Worley).",1,4,18,CIN,Punt,Return,34593,44946,NA,CIN,40,01:07:00,NA,NA,NA,0,0,NA,52,10,42,70,-1.03486992046237,0.3279734677635133,0.4544070065021515,0.01109483838081359,967,52,0,0,R.Switzer,9,1,0,0,NA,NA
2018-12-30T22:16:56Z,26.95,27.97,2.46,0.83,0.25,NA,NA,punt_received,NA,football,NA,NA,football,74,2018123009,1176,left,16.95,"(8:54) (Punt formation) J.Berry punts 30 yards to CIN 17, Center-K.Canaday. A.Erickson to CIN 18 for 1 yard (Te.Edmunds, C.Sutton).",2,4,14,PIT,Punt,Return,42333,43663,NA,CIN,47,08:54:00,NA,NA,NA,0,7,NA,30,1,29,57,-0.07352726627141237,-0.40884237131103873,0.2689441442489624,0.01918351650238037,534,30,0,0,A.Erickson,9,1,0,0,NA,NA
2018-12-30T23:10:40Z,27.92,7.6,5.87,2.65,0.68,NA,NA,punt_land,NA,football,NA,NA,football,74,2018123009,2071,left,17.92,"(12:08) (Punt formation) J.Berry punts 37 yards to CIN 14, Center-K.Canaday, out of bounds.",3,4,6,PIT,Punt,Out of Bounds,42333,NA,NA,PIT,49,12:08:00,NA,NA,NA,3,10,NA,37,NA,37,61,0.07138866535387933,-0.07462309184484184,0.26924288272857666,0.00853949785232544,1628,37,0,0,NA,9,1,0,1,NA,NA
2018-12-30T23:21:11Z,24.33,20.34,2.14,6.31,0.24,NA,NA,fair_catch,NA,football,NA,NA,football,77,2018123009,2354,left,14.329999999999998,"(6:52) (Punt formation) J.Berry punts 34 yards to CIN 14, Center-K.Canaday, fair catch by A.Erickson. PENALTY on PIT-D.Heyward-Bey, Illegal Block Above the Waist, 10 yards, enforced at CIN 14.",3,4,5,PIT,Punt,Fair Catch,42333,43663,NA,CIN,48,06:52:00,IBW,PIT 88,-10,3,10,NA,34,NA,24,58,0.27246637898497283,-0.8903838617261499,0.2622918486595154,-0.04711997509002685,1312,34,0,1,A.Erickson,9,1,0,0,NA,NA
2018-12-30T18:05:18Z,19.28,16.8,2.2,9.13,0.64,NA,NA,punt_received,NA,football,NA,NA,football,77,2018123010,125,left,9.28,"(14:13) B.Anger punts 59 yards to ATL 8, Center-G.Sanborn. J.Hardy to ATL 24 for 16 yards (G.Sanborn; J.Rodgers).",1,4,5,TB,Punt,Return,38600,42450,NA,TB,33,14:13:00,NA,NA,NA,0,0,NA,59,16,43,77,-0.653174901381135,0.0652097831480205,0.4986433982849121,0.00764966011047363,1753,59,0,0,J.Hardy,5,0,0,0,NA,NA
2018-12-30T18:11:33Z,104.18,49.91,3.99,6.33,0.42,NA,NA,punt_land,NA,football,NA,NA,football,75,2018123010,359,right,5.819999999999993,"(10:24) M.Bosher punts 43 yards to TB 7, Center-J.Condo, out of bounds.",1,4,8,ATL,Punt,Out of Bounds,37267,NA,NA,NA,50,10:24:00,NA,NA,NA,0,0,NA,43,NA,43,60,-0.5344707360491157,0.3224006062373519,0.4719814658164978,-0.00307589769363403,1524,43,0,0,NA,5,1,0,1,NA,NA
2018-12-30T18:41:34Z,97.11,23.75,3.18,4.89,0.46,NA,NA,fair_catch,NA,football,NA,NA,football,76,2018123010,1005,right,12.89,"(14:19) B.Anger punts 41 yards to ATL 13, Center-G.Sanborn, fair catch by J.Hardy.",2,4,1,TB,Punt,Fair Catch,38600,42450,NA,TB,46,14:19:00,NA,NA,NA,7,0,NA,41,NA,41,56,0.3790729539468885,-0.44557425333186984,0.7237557768821716,-0.00402420759201049,859,41,0,1,J.Hardy,5,1,0,0,NA,NA
2018-12-30T19:01:15Z,20.31,36.34,6.8,8.55,0.67,NA,NA,punt_received,NA,football,NA,NA,football,82,2018123010,1497,left,10.31,"(5:17) M.Bosher punts 56 yards to TB 10, Center-J.Condo. A.Humphries to TB 12 for 2 yards (J.Bethel).",2,4,24,ATL,Punt,Return,37267,43010,NA,ATL,34,05:17:00,NA,NA,NA,10,0,NA,56,2,54,76,-0.8229436241090298,0.7091119999531657,0.1700970083475113,0.01664881408214569,317,56,0,0,A.Humphries,5,1,0,0,NA,NA
2018-12-30T19:12:49Z,16.39,32.13,6.22,3.04,0.72,NA,NA,punt_land,NA,football,NA,NA,football,80,2018123010,1761,left,6.390000000000001,"(1:55) M.Bosher punts 57 yards to end zone, Center-J.Condo, Touchback. PENALTY on ATL-J.Condo, Offensive Holding, 10 yards, enforced at TB 20.",2,4,8,ATL,Punt,Touchback,37267,NA,NA,ATL,43,01:55:00,OH,ATL 46,-10,10,0,NA,57,NA,27,67,-0.2432477717520669,-1.0370367435971275,0.18131406605243683,-0.0234464555978775,115,NA,0,0,NA,5,0,0,0,NA,NA
2018-12-31T02:13:23Z,94.68,8.34,5.6,5.77,0.74,NA,NA,punt_land,NA,football,NA,NA,football,74,2018123011,1277,right,15.319999999999991,"(7:00) (Punt formation) B.Kern punts 56 yards to IND 6, Center-B.Brinkley, downed by TEN.",2,4,3,TEN,Punt,Downed,33338,NA,NA,TEN,38,07:00:00,NA,NA,NA,0,14,NA,56,NA,56,48,-0.47413494857028127,0.5547907447908074,0.1320847123861313,0.0056014209985733,420,56,1,0,NA,4,1,0,0,NA,NA
2018-12-31T02:30:10Z,98.12,45.82,4.2,4.53,0.28,NA,NA,fair_catch,NA,football,NA,NA,football,74,2018123011,1664,right,11.879999999999995,"(2:33) (Punt formation) B.Kern punts 33 yards to IND 12, Center-B.Brinkley, fair catch by C.Rogers. PENALTY on IND-A.Muhammad, Offensive Holding, 6 yards, enforced at IND 12.",2,4,6,TEN,Punt,Fair Catch,33338,43556,NA,IND,45,02:33:00,OH,IND 97,6,7,14,NA,33,NA,39,65,0.2512115518329665,-0.4457097251433879,0.28074565529823303,-0.00218656659126281,153,33,0,1,C.Rogers,4,1,0,0,NA,NA
2018-12-31T03:18:28Z,94.36,41.14,0.87,0.28,0.09,NA,NA,fair_catch,NA,football,NA,NA,football,75,2018123011,2663,right,15.64,"(8:52) (Punt formation) B.Kern punts 36 yards to IND 15, Center-B.Brinkley, fair catch by C.Rogers.",3,4,5,TEN,Punt,Fair Catch,33338,43556,NA,TEN,49,08:52:00,NA,NA,NA,10,24,NA,36,NA,36,59,0.16341765178367496,-0.2745857173576951,0.10489558428525925,-0.01126085966825485,1432,36,0,1,C.Rogers,4,1,0,0,NA,NA
2018-12-31T03:28:34Z,102.21,19.3,4.4,7.7,0.64,NA,NA,punt_received,NA,football,NA,NA,football,79,2018123011,2834,right,7.790000000000006,"(5:41) (Punt formation) B.Kern punts 54 yards to IND 7, Center-B.Brinkley. C.Rogers to IND 7 for no gain (D.Cruikshank).",3,4,3,TEN,Punt,Return,33338,43556,NA,TEN,39,05:41:00,NA,NA,NA,10,24,NA,54,0,54,49,-0.2702441900037229,0.5781034952960908,0.09174927324056624,-0.01249232143163681,1241,54,0,0,C.Rogers,4,1,0,0,NA,NA
2018-12-31T03:49:27Z,101.98,51.57,9.26,1.66,0.93,NA,NA,punt_land,NA,football,NA,NA,football,73,2018123011,3368,right,8.019999999999996,"(13:36) (Punt formation) R.Sanchez punts 49 yards to TEN 3, Center-L.Rhodes, out of bounds.",4,4,10,IND,Punt,Out of Bounds,45153,NA,NA,IND,48,13:36:00,NA,NA,NA,17,24,NA,49,NA,49,58,-0.532360393088311,0.5613878383301198,0.7893314957618713,0.05162109434604645,816,49,0,0,NA,4,1,0,1,NA,NA
2018-12-30T21:38:27Z,26.86,15.69,5.07,7.41,0.71,NA,NA,fair_catch,NA,football,NA,NA,football,80,2018123012,422,left,16.86,"(9:30) T.Way punts 56 yards to PHI 16, Center-A.East, fair catch by D.Sproles.",1,4,13,WAS,Punt,Fair Catch,40600,29957,NA,WAS,28,09:30:00,NA,NA,NA,0,0,NA,56,NA,56,82,-1.3412711741402743,1.116585425566882,0.4604605734348297,0.06464678049087524,1470,56,0,1,D.Sproles,3,1,0,0,NA,NA
2018-12-30T21:48:10Z,29.05,40,4.49,3.09,0.56,NA,NA,punt_received,NA,football,NA,NA,football,74,2018123012,608,left,19.05,"(6:50) T.Way punts 39 yards to PHI 19, Center-A.East. D.Sproles to PHI 21 for 2 yards (A.Alexander).",1,4,14,WAS,Punt,Return,40600,29957,NA,WAS,42,06:50:00,NA,NA,NA,0,0,NA,39,2,37,68,-0.5538722546771169,0.07843188429251313,0.4909098148345947,0.02043789625167846,1310,39,0,0,D.Sproles,3,0,0,0,NA,NA
2018-12-30T22:05:49Z,97.11,11.01,7.17,3.12,0.83,NA,NA,fair_catch,NA,football,NA,NA,football,64,2018123012,1090,right,12.89,"(12:26) T.Way punts 42 yards to PHI 13, Center-A.East, fair catch by D.Sproles.",2,4,8,WAS,Punt,Fair Catch,40600,29957,NA,WAS,45,12:26:00,NA,NA,NA,0,3,NA,42,NA,42,55,-0.426323854830116,0.30051489593461156,0.37474244832992554,0.00833988189697265,746,42,0,1,D.Sproles,3,1,0,0,NA,NA
2018-12-30T22:57:32Z,100.38,44.66,5.81,2.66,0.21,NA,NA,fair_catch,NA,football,NA,NA,football,75,2018123012,2104,right,9.620000000000005,"(10:31) C.Johnston punts 36 yards to WAS 9, Center-R.Lovato, fair catch by J.Crowder.",3,4,6,PHI,Punt,Fair Catch,45603,42448,NA,WAS,45,10:31:00,NA,NA,NA,0,10,NA,36,NA,36,65,-0.10953612765297294,-0.20194468926638365,0.8207452893257141,-0.03384335339069366,1531,36,0,1,J.Crowder,3,1,0,0,NA,NA
2018-12-30T21:36:10Z,108.01,46.36,6.41,3.1,0.54,NA,NA,punt_land,NA,football,NA,NA,football,76,2018123013,342,right,1.9899999999999949,"(11:22) C.Wadman punts 53 yards to end zone, Center-C.Kreiter, Touchback.",1,4,7,DEN,Punt,Touchback,45986,NA,NA,DEN,47,11:22:00,NA,NA,NA,0,0,NA,53,NA,33,57,-0.00757633941248059,-0.43531980691477656,0.580257773399353,-0.00228193402290344,1582,NA,0,0,NA,6,0,0,0,NA,NA
